Rank,Name,Position,Team,ByeWeek,ProjectedPoints,Age,SuspendedGames,PlayerId
441,KaDeem Carey,RB,CHI,7,29.3772,22,0,2543551
442,Ryan Hewitt,TE,CIN,7,3.0366,24,0,2550206
444,Miles Austin,WR,PHI,8,22.6726,31,0,2495801
445,Ty Montgomery,WR,GB,7,22.5073,22,0,2552429
446,Geoff Swaim,TE,DAL,6,2.7657,24,0,2553454
447,Rory Anderson,TE,SF,10,2.6586,22,0,2553465
450,Brandon Gibson,WR,NE,4,22.2209,27,0,81288
451,Jonathan Grimes,RB,HOU,9,28.7161,25,0,2534770
452,J.J. Nelson,WR,ARI,9,22.0808,23,0,2552656
453,Brian Leonhardt,TE,OAK,6,2.2991,25,0,2541512
454,Fozzy Whittaker,RB,CAR,5,28.4913,26,0,2540037
455,Kevin Brock,TE,CIN,7,2.2146,29,0,89688
456,Brandon Bostick,TE,MIN,5,2.1896,26,0,2536342
457,A.J. Derby,TE,NE,4,2.1258,23,0,2552580
458,Jeff Janis,WR,GB,7,21.7722,24,0,2543750
459,Arthur Lynch,TE,MIA,5,1.6023,25,0,2543714
460,Ahmad Bradshaw,RB,IND,10,27.788,29,1,2495560
461,Joe Don Duncan,RB,DEN,7,1.5201,24,0,2553191
462,Richard Gordon,TE,KC,9,1.4353,28,0,2499255
465,Seantavius Jones,WR,NO,11,20.6117,22,0,2550359
466,Zach Sudfeld,TE,NYJ,5,0.8871,26,0,2541151
467,Kenny Bell,WR,TB,6,20.5567,23,0,2552421
469,Josh Robinson,RB,IND,10,27.0002,22,0,2553462
470,Ted Ginn,WR,CAR,5,20.4569,30,0,2507166
472,Marcel Jensen,TE,DEN,7,0.231,25,0,2550356
473,Rob Blanchflower,TE,PIT,11,0.1848,25,0,2543728
474,Josh McCown,QB,CLE,11,179.6335,35,0,2505076
475,Travis Benjamin,WR,CLE,11,19.2944,25,0,2532790
476,Jordan Todman,RB,CAR,5,25.7085,25,0,2495472
477,Damaris Johnson,WR,HOU,9,18.4875,25,0,2536031
478,Jeremy Langford,RB,CHI,7,24.8011,23,0,2552379
479,Kendall Hunter,RB,SF,10,24.7661,26,0,2495172
480,Devin Street,WR,DAL,6,18.0067,24,0,2543641
481,Jamison Crowder,WR,WAS,8,17.9671,22,0,2552415
482,Jacoby Jones,WR,SD,10,17.2619,30,0,2495651
483,Stepfan Taylor,RB,ARI,9,23.6688,24,0,2539315
484,Lance Moore,WR,DET,9,17.0994,31,0,2506287
485,Ricardo Lockette,WR,SEA,9,16.9828,29,0,2495306
486,Dontrelle Inman,WR,SD,10,16.7665,26,0,2530700
487,Chris Givens,WR,STL,6,16.5108,25,0,2535634
488,Denarius Moore,WR,CIN,7,16.4409,26,0,2495315
489,Jerome Simpson,WR,SF,10,15.9128,29,0,318
490,Donnie Avery,WR,KC,9,15.5727,31,0,184
491,Darrel Young,RB,WAS,8,21.8593,28,0,2507737
492,Kerwynn Williams,RB,ARI,9,21.8159,24,0,2539980
495,Kenbrell Thompkins,WR,OAK,6,14.9574,26,0,2539214
496,Donald Brown,RB,SD,10,21.3311,28,0,2507779
497,Stefon Diggs,WR,MIN,5,14.7921,21,0,2552608
498,Rishard Matthews,WR,MIA,5,14.7576,25,0,2532903
499,Silas Redd,RB,WAS,8,21.1864,23,0,2550529
500,T.J. Jones,WR,DET,9,14.31,22,0,2543836
501,Andre Caldwell,WR,DEN,7,13.9958,30,0,206
502,Brice Butler,WR,OAK,6,13.6121,25,0,2541388
503,Ryan Grant,WR,WAS,8,13.2308,24,0,2543759
504,Brandon Bolden,RB,NE,4,19.6803,25,0,2532797
505,Peyton Hillis,RB,NYG,11,19.55,29,0,1980
506,Ben Tate,RB,PIT,11,19.361,26,0,497208
507,Austin Pettis,WR,SD,10,12.8555,27,0,2495212
508,Karlos Williams,RB,BUF,8,19.3026,22,0,2552380
509,Jerrel Jernigan,WR,NYG,11,12.6507,26,0,2495179
510,Corey Washington,WR,NYG,11,12.6412,23,0,2550413
511,Jarrett Boykin,WR,CAR,5,12.4859,25,0,2532799
513,Ace Sanders,WR,JAC,8,12.211,23,0,2540267
515,Duron Carter,WR,IND,10,12.1693,24,0,2552616
516,Brandon Tate,WR,CIN,7,11.9979,27,0,81306
517,Mike Davis,RB,SF,10,18.3291,22,0,2553439
518,Derek Hagan,WR,TEN,4,11.5823,30,0,2495843
519,Darren Waller,WR,BAL,9,11.4338,22,0,2552408
520,Dwayne Harris,WR,NYG,11,11.2913,27,0,2495159
521,Marquise Goodwin,WR,BUF,8,11.2773,24,0,2539964
522,Anthony Dixon,RB,BUF,8,17.3631,27,0,497172
523,Antonio Andrews,RB,TEN,4,17.3283,22,0,2550474
524,Damian Williams,WR,STL,6,10.4794,27,0,497336
525,Brenton Bersin,WR,CAR,5,10.3116,25,0,2535966
526,DeAndre Smelter,WR,SF,10,10.0552,23,0,2552627
527,Kyle Juszczyk,RB,BAL,9,16.5347,24,0,2540230
529,Eric Weems,WR,ATL,10,9.5915,29,0,2507029
530,Bruce Miller,RB,SF,10,15.9883,27,0,2495314
531,John Kuhn,RB,GB,7,15.865,32,0,2506147
532,Thomas Rawls,RB,SEA,9,15.7327,21,0,2553733
533,Vick Ballard,RB,IND,10,15.6712,24,0,2533012
535,Santana Moss,WR,WAS,8,9.1,36,0,2504743
536,Dion Lewis,RB,NE,4,15.5744,24,0,2495469
537,Shonn Greene,RB,TEN,4,15.5439,29,0,79563
538,Kevin Norwood,WR,SEA,9,9.0312,25,0,2543689
539,Leon Washington,RB,TEN,4,15.5022,32,0,2495967
540,Bernard Pierce,RB,JAC,8,15.363,24,0,2533545
542,Junior Hemingway,WR,KC,9,8.7044,26,0,2532862
543,Kenny Hilliard,RB,HOU,9,14.9482,23,0,2552476
544,Robert Herron,WR,TB,6,8.3622,23,0,2543777
545,Neal Sterling,WR,JAC,8,8.0329,23,0,2553451
546,Vincent Brown,WR,IND,10,7.9907,26,0,2508115
547,Evan Spencer,WR,WAS,8,7.8528,22,0,2553289
548,Tre McBride,WR,TEN,4,7.6932,22,0,2552428
549,Adam Thielen,WR,MIN,5,7.5396,24,0,2541785
550,Keith Mumphery,WR,HOU,9,7.5192,23,0,2552420
551,Daniel Thomas,RB,MIA,5,13.842,27,0,2495241
552,Zurlon Tipton,RB,IND,10,13.8353,25,0,2550407
554,Bryce Brown,RB,BUF,8,13.572,24,0,2534796
555,Mario Alford,WR,CIN,7,6.9879,24,0,2552650
556,Griff Whalen,WR,IND,10,6.9262,25,0,2535876
557,Josh Morgan,WR,NO,11,6.5078,30,0,832
558,Darrius Heyward-Bey,WR,PIT,11,6.4567,28,0,80427
559,T.J. Graham,WR,NYJ,5,6.3481,25,0,2532850
560,Marion Grice,RB,ARI,9,12.5571,22,0,2543690
561,Jalen Saunders,WR,NO,11,6.05,22,0,2543745
562,Chris Owusu,WR,NYJ,5,5.906,25,0,2532923
563,Ryan Broyles,WR,DET,9,5.8987,27,0,2532807
564,Justin Blackmon,WR,JAC,8,5.8108,25,0,2533038
566,Russell Shepard,WR,TB,6,5.7743,24,0,2541944
567,Jared Abbrederis,WR,GB,7,5.7363,24,0,2543774
568,Robert Meachem,WR,NO,11,5.7111,30,0,2495676
569,Josh Boyce,WR,NE,4,5.5969,25,0,2540181
570,Geremy Davis,WR,NYG,11,5.3154,23,0,2552654
571,A.J. Jenkins,WR,DAL,6,5.2629,24,0,2532876
572,Keshawn Martin,WR,HOU,9,5.2151,25,0,2532900
574,Brian Tyms,WR,NE,4,4.7181,26,0,2535522
575,Jay Feely,K,CHI,7,54.7085,39,0,2504343
579,Anthony Sherman,RB,KC,9,10.9746,26,0,2495340
580,Aldrick Robinson,WR,BAL,9,4.4135,26,0,2495331
581,Bud Sasser,WR,STL,6,4.3647,23,0,2553352
582,Fitzgerald Toussaint,RB,BAL,9,10.8564,25,0,2550738
583,Jalston Fowler,RB,TEN,4,10.8224,22,0,2552464
584,Rex Burkhead,RB,CIN,7,10.7895,24,0,2539265
586,Kaelin Clay,WR,TB,6,4.0961,23,0,2552651
589,Jeff Maehl,WR,PHI,8,3.5705,26,0,2530713
590,Kris Durham,WR,OAK,6,3.42,27,0,2499248
591,DeVier Posey,WR,NYJ,5,3.3188,25,0,2532930
594,Marlon Moore,WR,CLE,11,3.1012,27,0,2507902
595,Frankie Hammond,WR,KC,9,3.0998,45,0,2541828
596,James Wright,WR,CIN,7,3.0745,23,0,2550162
597,Joe Banyard,RB,MIN,5,9.4709,26,0,2535696
598,Chris Thompson,RB,WAS,8,9.4198,24,0,2540011
599,Marc Mariani,WR,CHI,7,2.9163,28,0,1037885
600,Andre Debose,WR,OAK,6,2.8224,24,0,2553453
602,Mike James,RB,TB,6,9.2544,24,0,2540224
604,Seyi Ajirotutu,WR,PHI,8,2.6274,28,0,497260
605,Isaiah Burse,WR,DEN,7,2.5397,23,0,2550182
606,Erik Lorig,RB,NO,11,9.012,28,0,496812
608,Derrick Coleman,RB,SEA,9,8.9892,24,0,2534871
610,Storm Johnson,RB,JAC,8,8.9022,22,0,2543570
611,LaRon Byrd,WR,MIA,5,2.3886,25,0,2532809
612,DuJuan Harris,RB,MIN,5,8.8491,26,0,2530690
613,LaMichael James,RB,MIA,5,8.7232,25,0,2533036
615,Josh Harris,RB,PIT,11,8.5616,24,0,2551247
616,Lache Seastrunk,RB,DAL,6,8.227,23,0,2543559
621,Josh Bellamy,WR,CHI,7,1.5409,26,0,2535964
622,Mike Brown,WR,CAR,5,1.4008,26,0,2535882
626,Ryan Williams,RB,DAL,6,7.5888,25,0,2495474
630,Patrick DiMarco,RB,ATL,10,7.2262,26,0,2530763
631,Isaiah Pead,RB,STL,6,7.0766,25,0,2532926
633,Marcus Harris,WR,NYG,11,0.5542,26,0,2530959
634,Ronnie Brown,RB,SD,10,6.9483,33,0,2506341
635,George Winn,RB,DET,9,6.74,24,0,2541910
636,John Crockett,RB,GB,7,6.706,23,0,2553511
637,Jay Prosch,RB,HOU,9,6.6752,22,0,2543695
638,Jacoby Ford,WR,TEN,4,0.1482,27,0,497288
640,Orleans Darkwa,RB,NYG,11,6.5213,23,0,2550481
641,Henry Hynoski,RB,NYG,11,6.4111,26,0,2530699
643,Jorvorskie Lane,RB,TB,6,6.3303,28,0,2536532
644,Cedric Peerman,RB,CIN,7,5.8691,28,0,79629
645,Edwin Baker,RB,NO,11,5.7856,24,0,2533540
646,James Develin,RB,NE,4,5.7177,26,0,2508101
647,Jerome Felton,RB,BUF,8,5.575,28,0,230
648,Will Johnson,RB,PIT,11,5.4185,25,0,163982
649,Rajion Neal,RB,GB,7,5.3854,23,0,2550233
650,Jed Collins,RB,DAL,6,5.3738,29,0,4231
651,Trey Watts,RB,STL,6,5.3469,24,4,2550448
652,Tommy Bohanon,RB,NYJ,5,5.2965,24,0,2540225
653,Robert Hughes,RB,ARI,9,5.2472,26,0,2530516
654,Cyrus Gray,RB,KC,9,5.1932,25,0,2532851
655,Mike Gillislee,RB,MIA,5,5.091,24,0,2539663
656,Tyler Clutts,RB,DAL,6,5.0705,30,0,2508096
657,Marcus Murphy,RB,NO,11,4.8807,23,0,2552647
658,Michael Burton,RB,DET,9,4.8559,23,0,2552636
659,Tyler Gaffney,RB,NE,4,4.8262,24,0,2543655
662,Zach Zenner,RB,DET,9,4.3168,23,0,2553631
664,Alfonso Smith,RB,SF,10,4.1613,28,0,2507897
666,Shaun Draughn,RB,CLE,11,3.9508,27,0,2495461
667,Charcandrick West,RB,KC,9,3.7796,24,0,2550268
668,Jerome Smith,RB,ATL,10,3.1369,24,0,2550255
672,Darrin Reaves,RB,CAR,5,2.8759,22,0,2550596
673,Daryl Richardson,RB,NYJ,5,2.7256,25,0,2534789
674,Tim Hightower,RB,NO,11,2.1716,29,0,4383
676,Jeremy Stewart,RB,DEN,7,2.0616,26,0,2536056
679,Matthew Tucker,RB,PHI,8,1.8188,24,0,2540274
680,Austin Johnson,RB,NO,11,1.5953,26,0,2534437
681,Senorise Perry,RB,CHI,7,1.4809,23,0,2550633
682,Jamize Olawale,RB,OAK,6,1.1174,26,0,2536044
686,Kenjon Barner,RB,PHI,8,0.624,26,0,2539289
687,Aaron Ripkowski,RB,GB,7,0.5235,23,0,2552477
690,James Wilder,RB,CIN,7,0.1885,23,0,2550271
692,Chase Reynolds,RB,STL,6,0.1463,27,0,2531218
693,Brian Hoyer,QB,HOU,9,142.778,29,0,81294
695,Garrett Hartley,K,CLE,11,31.3785,29,0,4381
696,Matt Cassel,QB,BUF,8,139.5001,33,0,2506562
697,Shayne Graham,K,NO,11,24.67,37,0,2504162
700,Brandon McManus,K,DEN,7,6.2047,23,0,2541556
701,Ryan Fitzpatrick,QB,NYJ,5,69.689,32,0,2506581
702,EJ Manuel,QB,BUF,8,67.9137,25,0,2539228
703,Ryan Mallett,QB,HOU,9,62.652,27,0,2495443
704,Jimmy Garoppolo,QB,NE,4,57.0252,23,0,2543801
705,Tyrod Taylor,QB,BUF,8,50.8031,25,0,2495240
706,Mark Sanchez,QB,PHI,8,46.0042,28,0,79858
707,Johnny Manziel,QB,CLE,11,44.643,22,0,2543462
709,Kirk Cousins,QB,WAS,8,25.2113,26,0,2532820
710,Michael Vick,QB,NYJ,5,23.791,35,0,2504531
711,Zach Mettenberger,QB,TEN,4,20.162,23,0,2543605
712,Drew Stanton,QB,ARI,9,16.5842,31,0,2495748
713,Chad Henne,QB,JAC,8,14.1113,29,0,252
714,Mike Glennon,QB,TB,6,13.2807,25,0,2539275
715,Shaun Hill,QB,MIN,5,12.9344,35,0,2504833
716,Jimmy Clausen,QB,CHI,7,12.4031,26,0,497108
717,Austin Davis,QB,STL,6,12.2901,26,0,2533349
718,Derek Anderson,QB,CAR,5,12.2113,32,0,2506546
719,Colt McCoy,QB,WAS,8,11.9007,28,0,497123
720,Matt Flynn,QB,GB,7,11.6251,30,0,367
721,Brandon Weeden,QB,DAL,6,11.2249,31,0,2532970
722,Case Keenum,QB,STL,6,10.7646,27,0,2532888
723,Bryce Petty,QB,NYJ,5,10.6066,24,0,2552369
724,Tim Tebow,QB,PHI,8,10.1839,27,0,497135
725,Charlie Whitehurst,QB,TEN,4,9.4551,32,0,2495974
726,Matt Hasselbeck,QB,IND,10,9.083,39,0,2501078
727,Blaine Gabbert,QB,SF,10,8.8523,25,0,2495441
728,Brock Osweiler,QB,DEN,7,8.5284,24,0,2533436
729,Matt McGloin,QB,OAK,6,8.3459,25,0,2542065
730,Tom Savage,QB,HOU,9,8.207,25,0,2543640
731,Chase Daniel,QB,KC,9,7.4776,28,0,81284
732,Scott Tolzien,QB,GB,7,7.104,27,0,2495425
733,B.J. Daniels,WR,SEA,9,6.787,25,0,2541429
734,Bruce Gradkowski,QB,PIT,11,6.2907,32,0,2495838
735,Matt Barkley,QB,PHI,8,6.1469,24,0,2539308
736,Christian Ponder,QB,OAK,6,5.8884,27,0,2495215
737,Kellen Clemens,QB,SD,10,4.8659,32,0,2506895
739,Matt Schaub,QB,BAL,9,4.6576,34,0,2505982
740,Ryan Nassib,QB,NYG,11,4.2742,25,0,2539961
741,Thad Lewis,QB,CLE,11,3.9673,27,0,497121
742,Garrett Grayson,QB,NO,11,3.8575,24,0,2552371
743,Matt Moore,QB,MIA,5,3.3815,30,0,2507282
744,Sean Mannion,QB,STL,6,3.1454,23,0,2552576
745,T.J. Yates,QB,ATL,10,3.1303,28,0,2508123
746,Luke McCown,QB,NO,11,3.1066,33,0,2506053
747,Logan Thomas,QB,ARI,9,2.8947,24,0,2543767
748,Dan Orlovsky,QB,DET,9,2.7502,31,0,2506481
749,Tarvaris Jackson,QB,SEA,9,2.7495,32,0,2495863
751,Brett Hundley,QB,GB,7,2.0411,22,0,2552588
753,Connor Shaw,QB,CLE,11,0.0754,23,0,2550252
755,Nick Kasa,TE,OAK,6,0,24,0,2540233
755,DaRick Rogers,WR,KC,9,0,24,0,2540179
755,Ifeanyi Momah,WR,ARI,9,0,25,0,2541096
755,Stephen Hill,WR,CAR,5,0,24,0,2533537
755,Solomon Patton,WR,DEN,7,0,24,0,2550500
755,Garrett Gilbert,QB,NE,4,0,24,0,2549982
755,Matt Simms,QB,BUF,8,0,26,0,2534889
